Word,Count,Files,First Location
"full",214,111,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:106"
"pre",213,84,"25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md:91"
"ren",212,12,"11_jisshusei_shokuhin/t04_line_operation/t04_LineOperation_LyThuyet.md:3"
"sung",211,105,"reading_collection/READING_SPEC.md:63"
"sou",211,11,"11_jisshusei_shokuhin/t04_line_operation/t04_LineOperation_LyThuyet.md:3"
"Hiroshima",211,35,"08_smalltalk/nội_dung/_front_matter.md:17"
"item",210,65,"07_visit_card/output/_combined.md:1186"
"API",208,74,"02_phone/README.md:129"
"dialogue",208,104,"25_dai_brse_year1/_pipeline/06_consistency.md:41"
"budget",208,69,"25_dai_brse_year1/t02_hizashi_office_setup/t02_HizashiOfficeSetup_HoiThoai.md:61"
"status",207,57,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:9"
"PDF",207,60,"25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md:31"
"lan",207,56,"25_dai_brse_year1/t06_hana_obon_VN/t06_HanaObonVN_HoiThoai.md:132"
"commit",207,57,"25_dai_brse_year1/_pipeline/07_council/linguist.md:19"
"SAI",205,56,"18_thai_year5/_pipeline/07_council/linguist.md:25"
"File",204,61,"01_email/README.md:13"
"cty",204,81,"07_visit_card/output/_combined.md:694"
"khoa",203,65,"25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md:61"
"position",203,26,"07_visit_card/output/_combined.md:2877"
"Nagoya",202,66,"25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md:59"
"audit",201,66,"02_phone/meta/REVIEW_FINDINGS_v1.1.md:87"
"phrase",200,66,"07_visit_card/output/_combined.md:3191"
"JST",200,31,"01_email/output/_book_ja.md:1983"
"for",199,83,"02_phone/README.md:100"
"sempai",199,61,"18_thai_year5/t09_marco_kaikoku/t09_MarcoKaikoku_HoiThoai.md:3"
"Putri",199,20,"12_hoa_year2/t06_chukan_y2/t06_ChukanY2_HoiThoai.md:159"
"checklist",197,88,"03_meeting/README.md:63"
"family",197,70,"reading_collection/READING_SPEC.md:18"
"Loan",197,48,"02_phone/nội_dung/_front_matter.md:66"
"ISO",197,26,"11_jisshusei_shokuhin/t08_iso_audit/t08_IsoAudit_LyThuyet.md:3"
"tanaka_pmo",197,49,"08_smalltalk/meta/REVIEW_FINDINGS_JP.md:83"
"book",196,93,"02_phone/README.md:78"
"Junior",196,62,"07_visit_card/output/_combined.md:418"
"Satou",196,33,"19_dai_year1/t01_rainichi_osaka/t01_RainichiOsaka_HoiThoai.md:86"
"Casual",195,29,"11_jisshusei_shokuhin/t04_line_operation/t04_LineOperation_LyThuyet.md:165"
"yomi",195,13,"08_smalltalk/nội_dung/phần_III/rule_21_北海道/conversation.json:1"
"off",194,88,"25_dai_brse_year1/_pipeline/08_revision_log.md:68"
"location",194,15,"18_thai_year5/_pipeline/07_council/domain_expert.md:73"
"templates",193,145,"03_meeting/README.md:29"
"bow",193,33,"07_visit_card/nội_dung/_front_matter.md:5"
"thread",192,49,"25_dai_brse_year1/t02_hizashi_office_setup/t02_HizashiOfficeSetup_HoiThoai.md:39"
"dialect",192,31,"25_dai_brse_year1/_pipeline/07_council/linguist.md:52"
"uchi",191,18,"11_jisshusei_shokuhin/t08_iso_audit/t08_IsoAudit_LyThuyet.md:120"
"Topic",190,52,"reading_collection/n3_advanced_drafts/N3_ADV_PLAN_PART2.md:14"
"copy",189,93,"03_meeting/README.md:65"
"questions",188,99,"02_phone/README.md:118"
"Stage",188,63,"25_dai_brse_year1/_pipeline/06_consistency.md:79"
"Tech",187,92,"25_dai_brse_year1/_pipeline/06_consistency.md:26"
"speech",187,51,"25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md:57"
"tier",187,50,"07_visit_card/output/_combined.md:1147"
"option",187,70,"18_thai_year5/_pipeline/08_revision_log.md:52"
"Series",186,32,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:120"
"quanh",185,73,"25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md:48"
"Best",185,52,"07_visit_card/output/_combined.md:3835"
"Okinawa",184,26,"08_smalltalk/nội_dung/_front_matter.md:17"
"walk",183,36,"01_email/output/_combined_vn.md:3440"
"Tham",182,92,"04_horenso/README.md:1"
"Bridge",182,50,"25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md:130"
"value",182,51,"22_dai_daigaku_year2/t06_summer_internship/t06_SummerInternship_HoiThoai.md:38"
"MAJOR",181,71,"25_dai_brse_year1/_pipeline/06_consistency.md:12"
"good",181,72,"25_dai_brse_year1/_pipeline/06_consistency.md:68"
"English",181,72,"18_thai_year5/_pipeline/08_revision_log.md:26"
"case",180,74,"25_dai_brse_year1/_pipeline/07_council/domain_expert.md:23"
"output",179,64,"04_horenso/README.md:26"
"Keigo",179,24,"18_thai_year5/_pipeline/05_jp_vn_review.md:22"
"Checklist",178,68,"25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md:101"
"Cast",177,82,"04_horenso/README.md:38"
"xanh",177,55,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:48"
"consistency",177,55,"25_dai_brse_year1/_pipeline/06_consistency.md:3"
"Teams",176,66,"04_horenso/README.md:51"
"call",176,75,"25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md:34"
"Kinh",176,63,"07_visit_card/output/_combined.md:3368"
"back",176,67,"07_visit_card/meta/mục_lục.md:98"
"EOD",176,18,"04_horenso/output/_combined.md:1897"
"depth",174,56,"25_dai_brse_year1/_pipeline/07_council/linguist.md:81"
"tai",174,52,"reading_collection/n3_drafts/N3_PLAN.md:23"
"Zoom",174,75,"07_visit_card/output/_combined.md:1578"
"Bonenkai",174,24,"18_thai_year5/t12_5nen_closure/t12_5nenClosure_HoiThoai.md:1"
"Toyota",173,62,"25_dai_brse_year1/_pipeline/06_consistency.md:36"
"Sai",173,66,"07_visit_card/output/_combined.md:2341"
"timeline",173,96,"07_visit_card/output/_combined.md:2703"
"miso",173,43,"18_thai_year5/t07_haha_visit/t07_HahaVisit_HoiThoai.md:70"
"escalation",173,42,"18_thai_year5/_pipeline/07_council/pedagogue.md:25"
"nakamura_cfo",172,57,"02_phone/README.md:64"
"LOI",172,14,"06_negotiation/output/_combined.md:2456"
"Format",171,91,"02_phone/README.md:56"
"contract",170,49,"25_dai_brse_year1/_pipeline/08_revision_log.md:45"
"offline",170,51,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:3"
"round",170,54,"25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md:39"
"bia",170,44,"25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md:64"
"CRM",170,44,"07_visit_card/output/_combined.md:541"
"fixes",169,59,"25_dai_brse_year1/_pipeline/06_consistency.md:79"
"visa",169,68,"25_dai_brse_year1/_pipeline/07_council/domain_expert.md:17"
"rau",169,34,"reading_collection/n3_basic_drafts/N3_BASIC_PLAN_PART2.md:261"
"practice",167,69,"04_horenso/README.md:23"
"Cybozu",167,39,"25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md:89"
"Kana",166,165,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:137"
"Why",166,37,"25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md:91"
"trust",166,65,"02_phone/output/_combined.md:2569"
"buffer",165,48,"07_visit_card/output/_combined.md:49"
"BrSE",164,25,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:11"
"production",164,74,"25_dai_brse_year1/_pipeline/08_revision_log.md:70"
"bank",164,43,"22_dai_daigaku_year2/t02_mai_arrival/t02_MaiArrival_HoiThoai.md:3"
"KAIZEN",164,12,"11_jisshusei_shokuhin/t04_line_operation/t04_LineOperation_LyThuyet.md:3"
"client",163,53,"25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md:144"
"Next",163,55,"25_dai_brse_year1/_pipeline/06_consistency.md:26"
"thang",163,49,"25_dai_brse_year1/t06_hana_obon_VN/t06_HanaObonVN_HoiThoai.md:47"
"sake",163,40,"07_visit_card/output/_combined.md:2197"
"thanh",162,74,"25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md:79"
"cung",162,79,"25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md:80"
"FSSC",162,8,"11_jisshusei_shokuhin/t08_iso_audit/t08_IsoAudit_LyThuyet.md:3"
"Sekininsha",162,32,"11_jisshusei_shokuhin/t11_shourai_keikaku/t11_ShouraiKeikaku_LyThuyet.md:3"
"prep",161,88,"25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md:15"
"ringi",161,36,"03_meeting/output/_combined.md:2159"
"top",160,70,"03_meeting/README.md:43"
"cam",160,74,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:67"
"category_vn",160,4,"10_business_japanese/2.1.6_ukemi_shieki/2.1.6_UkemiShieki_BaiTap.json:1"
"phase",159,72,"03_meeting/README.md:71"
"xung",159,36,"25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md:78"
"kickoff",158,59,"25_dai_brse_year1/t05_brse_client_meeting/t05_BrseClientMeeting_HoiThoai.md:3"
"Better",157,17,"06_negotiation/output/_combined.md:434"
"Hiroshi",156,39,"08_smalltalk/nội_dung/_front_matter.md:50"
"rule_01",155,56,"03_meeting/README.md:47"
"event",155,45,"reading_collection/n3_drafts/N3_PLAN.md:62"
"Tien",155,20,"01_email/output/_combined_jp.md:1280"
"lobby",154,36,"07_visit_card/output/_combined.md:140"
"Nghe",153,81,"25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md:61"
"Anri",153,35,"25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md:91"
"recap",153,42,"25_dai_brse_year1/_pipeline/07_council/pedagogue.md:42"
"Review",152,121,"03_meeting/README.md:87"
"target",152,60,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:3"
"you",152,65,"07_visit_card/output/_combined.md:2621"
"EJU",152,23,"19_dai_year1/t12_ichinen_keika/t12_IchinenKeika_HoiThoai.md:61"
"Phat",152,23,"01_email/output/_combined_vn.md:1300"
"the",151,64,"03_meeting/README.md:71"
"Pattern",151,68,"25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md:48"
"company",151,36,"07_visit_card/output/_combined.md:4955"
"Recap",151,42,"11_jisshusei_shokuhin/_pipeline/03_draft.md:714"
"sensei",150,64,"25_dai_brse_year1/_pipeline/06_consistency.md:60"
"trai",149,44,"reading_collection/READING_SPEC.md:82"
"Kondo",149,26,"15_thai_year2/t05_defect_correction/t05_DefectCorrection_HoiThoai.md:3"
"mentor",148,74,"04_horenso/README.md:41"
"Setup",148,63,"25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md:99"
"ngang",148,66,"25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md:116"
"focus",148,77,"25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md:9"
"Top",148,79,"25_dai_brse_year1/_pipeline/07_council/linguist.md:65"
"Sat",148,14,"09_real_dialogues/output/_combined.md:625"
"setup",147,78,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:7"
"run",147,46,"02_phone/meta/REVIEW_FINDINGS_v1.1.md:258"
"decision",146,71,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:3"
"paste",146,79,"07_visit_card/output/_combined.md:4838"
"ZOPA",146,16,"06_negotiation/nội_dung/_front_matter.md:5"
"Verdict",145,87,"25_dai_brse_year1/_pipeline/06_consistency.md:5"
"dashboard",144,48,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:103"
"memory",144,45,"25_dai_brse_year1/_pipeline/06_consistency.md:32"
"Japanese",144,79,"25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md:147"
"technical",144,65,"25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md:3"
"golf",144,16,"08_smalltalk/output/_combined.md:2260"
"tour",143,65,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:10"
"taxi",143,51,"07_visit_card/output/_combined.md:897"
"HCM",143,29,"19_dai_year1/t11_hikkoshi_dorm/t11_HikkoshiDorm_HoiThoai.md:134"
"fact",143,48,"03_meeting/output/_combined.md:2308"
"message",142,62,"02_phone/README.md:106"
"Pre",142,75,"25_dai_brse_year1/_pipeline/06_consistency.md:57"
"visit",142,68,"07_visit_card/nội_dung/_front_matter.md:23"
"camera",142,28,"05_presentation/output/_combined.md:2676"
"pass",141,66,"04_horenso/README.md:46"
"Gia",141,78,"reading_collection/READING_SPEC.md:17"
"deck",141,50,"25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md:127"
"yuukyuu",141,7,"11_jisshusei_shokuhin/_pipeline/02_outline.md:283"
"release",140,64,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:72"
"Xem",139,84,"01_email/README.md:68"
"critical",139,55,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:90"
"izakaya",139,57,"25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md:3"
"Sasaki",139,22,"08_smalltalk/output/_combined.md:3383"
"schedule",138,63,"25_dai_brse_year1/_pipeline/07_council/pedagogue.md:11"
"com",138,39,"22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md:57"
"Hakata",138,29,"08_smalltalk/output/_combined.md:1481"
"culture",137,75,"25_dai_brse_year1/_pipeline/07_council/pedagogue.md:46"
"reference",136,64,"07_visit_card/output/_combined.md:567"
"rule_16",135,47,"07_visit_card/output/_combined.md:3084"
"rule_13",135,60,"07_visit_card/output/_combined.md:4037"
"user",134,61,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:1"
"Deadline",134,45,"25_dai_brse_year1/t05_brse_client_meeting/t05_BrseClientMeeting_HoiThoai.md:130"
"Goal",134,30,"11_jisshusei_shokuhin/t06_chukan_mensetsu/t06_ChukanMensetsu_LyThuyet.md:308"
"office",132,55,"25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md:3"
"offer",132,57,"25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md:148"
"AWS",132,37,"25_dai_brse_year1/t05_brse_client_meeting/t05_BrseClientMeeting_HoiThoai.md:60"
"Lab",132,31,"25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md:89"
"Mang",132,73,"25_dai_brse_year1/t06_hana_obon_VN/t06_HanaObonVN_HoiThoai.md:75"
"quote",132,46,"07_visit_card/output/_combined.md:586"
"update",131,74,"03_meeting/README.md:31"
"dev",131,58,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:3"
"Mong",131,89,"25_dai_brse_year1/t07_brse_seishain_offer/t07_BrseSeishainOffer_HoiThoai.md:96"
"rule_19",131,50,"07_visit_card/output/_combined.md:4092"
"cheerful",131,42,"07_visit_card/nội_dung/_schema/rule_conversation.schema.json:1"
"report",130,79,"03_meeting/README.md:63"
"daily",130,46,"25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md:154"
"rule_09",130,57,"07_visit_card/output/_combined.md:1004"
"chat",129,54,"25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md:105"
"domain",129,44,"25_dai_brse_year1/_pipeline/05_jp_vn_review.md:51"
"rule_06",129,46,"07_visit_card/output/_combined.md:1274"
"Romaji",129,49,"07_visit_card/output/_combined.md:3938"
"nuance",129,34,"18_thai_year5/_pipeline/07_council/linguist.md:31"
"show",129,67,"19_dai_year1/_pipeline/07_council/pedagogue.md:31"
"setting",129,30,"11_jisshusei_shokuhin/t11_shourai_keikaku/t11_ShouraiKeikaku_LyThuyet.md:130"
"box",128,66,"03_meeting/README.md:65"
"Con",128,61,"25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md:23"
"Note",128,49,"07_visit_card/output/_combined.md:2196"
"log",127,52,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:90"
"ramen",127,28,"25_dai_brse_year1/t06_hana_obon_VN/t06_HanaObonVN_HoiThoai.md:65"
"Quan",127,82,"07_visit_card/output/_combined.md:1709"
"food",126,56,"reading_collection/n3_advanced_drafts/N3_ADV_PLAN.md:44"
"rule_02",126,52,"07_visit_card/output/_combined.md:3948"
"rule_07",126,43,"07_visit_card/output/_combined.md:3985"
"rule_18",126,53,"07_visit_card/output/_combined.md:4084"
"placeholder",126,38,"07_visit_card/output/_combined.md:4875"
"yamamoto_kansai",126,23,"08_smalltalk/output/_combined.md:4454"
"open",125,52,"02_phone/README.md:98"
"intern",125,53,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:130"
"apply",125,67,"25_dai_brse_year1/_pipeline/06_consistency.md:52"
"only",125,63,"25_dai_brse_year1/_pipeline/07_council/domain_expert.md:34"
"pin",125,30,"07_visit_card/output/_combined.md:5117"
"booth",125,12,"09_real_dialogues/nội_dung/_front_matter.md:11"
"tts_voice_hint",125,8,"07_visit_card/nội_dung/voice_profiles.json:1"
"omiyage",124,26,"07_visit_card/nội_dung/_front_matter.md:5"
"rule_11",124,51,"07_visit_card/output/_combined.md:54"
"rule_08",124,46,"07_visit_card/output/_combined.md:4001"
"Law",124,8,"11_jisshusei_shokuhin/t10_recall_kuringu/t10_RecallKuringu_LyThuyet.md:3"
"table",123,55,"25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md:65"
"Title",123,26,"25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md:43"
"Online",123,49,"07_visit_card/output/_combined.md:1578"
"price",123,30,"14_thai_year1/_pipeline/08_revision_log.md:67"
"BATNA",123,17,"06_negotiation/nội_dung/_front_matter.md:5"
"Year",122,37,"25_dai_brse_year1/_pipeline/06_consistency.md:1"
"miss",122,40,"25_dai_brse_year1/_pipeline/07_council/pedagogue.md:47"
"rule_03",122,49,"07_visit_card/output/_combined.md:3955"
"rule_25",122,56,"07_visit_card/output/_combined.md:4137"
"rule_28",122,53,"07_visit_card/output/_combined.md:4156"
"rule_30",122,46,"07_visit_card/output/_combined.md:4166"
"name_vi",122,9,"07_visit_card/nội_dung/voice_profiles.json:1"
"rule_04",121,43,"07_visit_card/output/_combined.md:3962"
"rule_24",121,53,"07_visit_card/output/_combined.md:4130"
"Lin",121,29,"22_dai_daigaku_year2/t12_year2_close/t12_Year2Close_HoiThoai.md:39"
"Andi",121,29,"11_jisshusei_shokuhin/t01_dat_chan_toi_nhat/t01_DatChanToiNhat_LyThuyet.md:47"
"voice",120,55,"02_phone/README.md:19"
"Vai",120,71,"25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md:22"
"Google",120,59,"07_visit_card/output/_combined.md:578"
"rule_22",120,47,"07_visit_card/output/_combined.md:4110"
"brief",120,41,"18_thai_year5/t01_ev_project_kick/t01_EVProjectKick_HoiThoai.md:11"
"Tokutei",120,21,"11_jisshusei_shokuhin/t11_shourai_keikaku/t11_ShouraiKeikaku_LyThuyet.md:160"
"name_ja",120,9,"07_visit_card/nội_dung/voice_profiles.json:1"
"over",119,45,"25_dai_brse_year1/_pipeline/08_revision_log.md:28"
"rule_26",119,50,"07_visit_card/output/_combined.md:4143"
"Hamada",119,25,"18_thai_year5/_pipeline/05_jp_vn_review.md:22"
"Wei",119,28,"22_dai_daigaku_year2/t12_year2_close/t12_Year2Close_HoiThoai.md:39"
"voice_traits",119,9,"07_visit_card/nội_dung/voice_profiles.json:1"
"rule_05",118,40,"07_visit_card/output/_combined.md:3969"
"Ren",118,20,"11_jisshusei_shokuhin/t04_line_operation/t04_LineOperation_LyThuyet.md:82"
"tension",118,16,"11_jisshusei_shokuhin/t11_shourai_keikaku/t11_ShouraiKeikaku_LyThuyet.md:350"
"concession",118,21,"06_negotiation/nội_dung/_front_matter.md:5"
"rule_10",117,43,"02_phone/README.md:20"
"Japan",117,59,"25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md:33"
"card",117,38,"07_visit_card/output/_combined.md:91"
"rule_17",117,54,"07_visit_card/output/_combined.md:4076"
"rule_21",117,47,"07_visit_card/output/_combined.md:4105"
"stage",117,26,"15_thai_year2/_pipeline/06_consistency.md:10"
"presenter",117,27,"05_presentation/output/_combined.md:49"
"full_name_vi",117,9,"07_visit_card/nội_dung/voice_profiles.json:1"
"role_ja",117,8,"07_visit_card/nội_dung/voice_profiles.json:1"
"role_vi",117,8,"07_visit_card/nội_dung/voice_profiles.json:1"
"explain_vi",117,39,"08_smalltalk/nội_dung/phần_III/rule_21_北海道/conversation.json:1"
"native",116,47,"04_horenso/README.md:46"
"realistic",116,67,"25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md:146"
"Use",116,14,"01_email/output/_combined_vn.md:3907"
"age_range",116,8,"07_visit_card/nội_dung/voice_profiles.json:1"
"Wavenet",116,8,"07_visit_card/nội_dung/voice_profiles.json:1"
"push",115,47,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:20"
"role",115,62,"25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md:7"
"work",115,68,"reading_collection/n3_advanced_drafts/N3_ADV_PLAN.md:35"
"fail",115,52,"07_visit_card/output/_combined.md:92"
"rule_27",115,41,"07_visit_card/output/_combined.md:4149"
"rule_32",115,41,"07_visit_card/output/_combined.md:4182"
"CAD",115,35,"18_thai_year5/t02_team_lead/t02_TeamLead_HoiThoai.md:3"
"tuy",115,46,"18_thai_year5/t12_5nen_closure/t12_5nenClosure_HoiThoai.md:85"
"Good",115,23,"02_phone/output/_combined.md:622"
"USB",115,22,"22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md:77"
"Sou",115,20,"11_jisshusei_shokuhin/t04_line_operation/t04_LineOperation_LyThuyet.md:83"
"sato_kyushu",115,21,"08_smalltalk/output/_combined.md:5252"
"content_ja",114,59,"03_meeting/README.md:54"
"Office",114,30,"25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md:3"
"MINOR",114,62,"25_dai_brse_year1/_pipeline/06_consistency.md:13"
"rule_12",114,42,"07_visit_card/output/_combined.md:4029"
"rule_33",114,42,"07_visit_card/output/_combined.md:4189"
"Fukuoka",114,41,"23_dai_daigaku_year3/t12_shukatsu_start/t12_ShukatsuStart_HoiThoai.md:3"
"close",113,51,"25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md:1"
"rule_14",113,47,"07_visit_card/output/_combined.md:4044"
"counter",113,52,"18_thai_year5/_pipeline/08_revision_log.md:41"
"apologetic",113,89,"02_phone/output/_combined.md:380"
