Word,Count,Files,Source Types,First Location
"run",147,46,"json/md","02_phone/meta/REVIEW_FINDINGS_v1.1.md"
"Gia",146,79,"json/md","_english_words_all.md"
"visit",146,69,"json/md","_english_words_all.md"
"decision",146,71,"json/md","25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md"
"paste",146,79,"json/md","07_visit_card/output/_combined.md"
"ZOPA",146,16,"json/md","06_negotiation/nội_dung/_front_matter.md"
"Verdict",145,87,"md","25_dai_brse_year1/_pipeline/06_consistency.md"
"recap",145,34,"json/md","25_dai_brse_year1/_pipeline/07_council/pedagogue.md"
"pass",144,67,"json/md","_english_words_all.md"
"dashboard",144,48,"json/md","25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md"
"memory",144,45,"json/md","25_dai_brse_year1/_pipeline/06_consistency.md"
"Japanese",144,79,"json/md","25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md"
"technical",144,65,"json/md","25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md"
"golf",144,16,"json/md","08_smalltalk/output/_combined.md"
"tour",143,65,"json/md","25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md"
"taxi",143,51,"json/md","07_visit_card/output/_combined.md"
"HCM",143,29,"json/md","19_dai_year1/t11_hikkoshi_dorm/t11_HikkoshiDorm_HoiThoai.md"
"fact",143,48,"json/md","03_meeting/output/_combined.md"
"Xem",142,85,"json/md","_english_words_all.md"
"message",142,62,"json/md","02_phone/README.md"
"Pre",142,75,"json/md","25_dai_brse_year1/_pipeline/06_consistency.md"
"camera",142,28,"json/md","05_presentation/output/_combined.md"
"deck",141,50,"json/md","25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md"
"yuukyuu",141,7,"json/md","11_jisshusei_shokuhin/_pipeline/02_outline.md"
"release",140,64,"json/md","25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md"
"user",139,62,"json/md","_english_words_all.md"
"Con",139,63,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"critical",139,55,"json/md","25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md"
"izakaya",139,57,"json/md","25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md"
"Sasaki",139,22,"json/md","08_smalltalk/output/_combined.md"
"schedule",138,63,"json/md","25_dai_brse_year1/_pipeline/07_council/pedagogue.md"
"com",138,39,"json/md","22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md"
"Hakata",138,29,"json/md","08_smalltalk/output/_combined.md"
"culture",137,75,"json/md","25_dai_brse_year1/_pipeline/07_council/pedagogue.md"
"reference",136,64,"json/md","07_visit_card/output/_combined.md"
"rule_16",135,47,"json/md","07_visit_card/output/_combined.md"
"rule_13",135,60,"json/md","07_visit_card/output/_combined.md"
"Deadline",134,45,"json/md","25_dai_brse_year1/t05_brse_client_meeting/t05_BrseClientMeeting_HoiThoai.md"
"Goal",134,30,"json/md","11_jisshusei_shokuhin/t06_chukan_mensetsu/t06_ChukanMensetsu_LyThuyet.md"
"office",133,56,"json/md","_english_words_all.md"
"Mong",133,91,"json/md","25_dai_brse_year1/t07_brse_seishain_offer/t07_BrseSeishainOffer_HoiThoai.md"
"dev",132,59,"json/md","_english_words_all.md"
"offer",132,57,"json/md","25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md"
"AWS",132,37,"json/md","25_dai_brse_year1/t05_brse_client_meeting/t05_BrseClientMeeting_HoiThoai.md"
"Lab",132,31,"json/md","25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md"
"Mang",132,73,"json/md","25_dai_brse_year1/t06_hana_obon_VN/t06_HanaObonVN_HoiThoai.md"
"quote",132,46,"json/md","07_visit_card/output/_combined.md"
"update",131,74,"json/md","03_meeting/README.md"
"rule_19",131,50,"json/md","07_visit_card/output/_combined.md"
"cheerful",131,42,"json","07_visit_card/nội_dung/_schema/rule_conversation.schema.json"
"report",130,79,"json/md","03_meeting/README.md"
"daily",130,46,"json/md","25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md"
"rule_09",130,57,"json/md","07_visit_card/output/_combined.md"
"chat",129,54,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"domain",129,44,"md","25_dai_brse_year1/_pipeline/05_jp_vn_review.md"
"rule_06",129,46,"json/md","07_visit_card/output/_combined.md"
"Romaji",129,49,"json/md","07_visit_card/output/_combined.md"
"nuance",129,34,"json/md","18_thai_year5/_pipeline/07_council/linguist.md"
"show",129,67,"json/md","19_dai_year1/_pipeline/07_council/pedagogue.md"
"box",128,66,"json/md","03_meeting/README.md"
"Quan",128,82,"json/md","07_visit_card/output/_combined.md"
"output",127,49,"json/md","_english_words_all.md"
"log",127,52,"json/md","25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md"
"ramen",127,28,"json/md","25_dai_brse_year1/t06_hana_obon_VN/t06_HanaObonVN_HoiThoai.md"
"intern",126,54,"json/md","_english_words_all.md"
"rule_02",126,52,"json/md","07_visit_card/output/_combined.md"
"rule_07",126,43,"json/md","07_visit_card/output/_combined.md"
"rule_18",126,53,"json/md","07_visit_card/output/_combined.md"
"placeholder",126,38,"json/md","07_visit_card/output/_combined.md"
"open",125,52,"json/md","02_phone/README.md"
"apply",125,67,"json/md","25_dai_brse_year1/_pipeline/06_consistency.md"
"only",125,63,"json/md","25_dai_brse_year1/_pipeline/07_council/domain_expert.md"
"pin",125,30,"json/md","07_visit_card/output/_combined.md"
"booth",125,12,"json/md","09_real_dialogues/nội_dung/_front_matter.md"
"table",124,56,"json/md","_english_words_all.md"
"omiyage",124,26,"json/md","07_visit_card/nội_dung/_front_matter.md"
"rule_11",124,51,"json/md","07_visit_card/output/_combined.md"
"rule_08",124,46,"json/md","07_visit_card/output/_combined.md"
"Law",124,8,"json/md","11_jisshusei_shokuhin/t10_recall_kuringu/t10_RecallKuringu_LyThuyet.md"
"yamamoto_kansai",124,21,"json/md","08_smalltalk/output/_combined.md"
"Online",123,49,"json/md","07_visit_card/output/_combined.md"
"price",123,30,"json/md","14_thai_year1/_pipeline/08_revision_log.md"
"BATNA",123,17,"json/md","06_negotiation/nội_dung/_front_matter.md"
"Year",122,37,"json/md","25_dai_brse_year1/_pipeline/06_consistency.md"
"rule_03",122,49,"json/md","07_visit_card/output/_combined.md"
"rule_25",122,56,"json/md","07_visit_card/output/_combined.md"
"rule_28",122,53,"json/md","07_visit_card/output/_combined.md"
"rule_30",122,46,"json/md","07_visit_card/output/_combined.md"
"voice",121,56,"json/md","_english_words_all.md"
"miss",121,40,"json/md","25_dai_brse_year1/_pipeline/07_council/pedagogue.md"
"rule_04",121,43,"json/md","07_visit_card/output/_combined.md"
"rule_24",121,53,"json/md","07_visit_card/output/_combined.md"
"Lin",121,29,"json/md","22_dai_daigaku_year2/t12_year2_close/t12_Year2Close_HoiThoai.md"
"Andi",121,29,"json/md","11_jisshusei_shokuhin/t01_dat_chan_toi_nhat/t01_DatChanToiNhat_LyThuyet.md"
"native",120,48,"json/md","_english_words_all.md"
"Vai",120,71,"json/md","25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md"
"Google",120,59,"json/md","07_visit_card/output/_combined.md"
"rule_22",120,47,"json/md","07_visit_card/output/_combined.md"
"brief",120,41,"json/md","18_thai_year5/t01_ev_project_kick/t01_EVProjectKick_HoiThoai.md"
"Tokutei",120,21,"json/md","11_jisshusei_shokuhin/t11_shourai_keikaku/t11_ShouraiKeikaku_LyThuyet.md"
"over",119,45,"json/md","25_dai_brse_year1/_pipeline/08_revision_log.md"
"rule_26",119,50,"json/md","07_visit_card/output/_combined.md"
"Hamada",119,25,"json/md","18_thai_year5/_pipeline/05_jp_vn_review.md"
"Wei",119,28,"json/md","22_dai_daigaku_year2/t12_year2_close/t12_Year2Close_HoiThoai.md"
"rule_05",118,40,"json/md","07_visit_card/output/_combined.md"
"Ren",118,20,"json/md","11_jisshusei_shokuhin/t04_line_operation/t04_LineOperation_LyThuyet.md"
"concession",118,21,"json/md","06_negotiation/nội_dung/_front_matter.md"
"rule_10",117,43,"json/md","02_phone/README.md"
"Japan",117,59,"json/md","25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md"
"card",117,38,"json/md","07_visit_card/output/_combined.md"
"rule_17",117,54,"json/md","07_visit_card/output/_combined.md"
"rule_21",117,47,"json/md","07_visit_card/output/_combined.md"
"stage",117,26,"json/md","15_thai_year2/_pipeline/06_consistency.md"
"presenter",117,27,"json/md","05_presentation/output/_combined.md"
"push",116,48,"json/md","_english_words_all.md"
"realistic",116,67,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"tuy",116,47,"json/md","18_thai_year5/t12_5nen_closure/t12_5nenClosure_HoiThoai.md"
"Use",116,14,"json/md","01_email/output/_combined_vn.md"
"Wavenet",116,8,"json","07_visit_card/nội_dung/voice_profiles.json"
"work",115,68,"json/md","reading_collection/n3_advanced_drafts/N3_ADV_PLAN.md"
"fail",115,52,"json/md","07_visit_card/output/_combined.md"
"rule_27",115,41,"json/md","07_visit_card/output/_combined.md"
"rule_32",115,41,"json/md","07_visit_card/output/_combined.md"
"CAD",115,35,"json/md","18_thai_year5/t02_team_lead/t02_TeamLead_HoiThoai.md"
"Good",115,23,"json/md","02_phone/output/_combined.md"
"USB",115,22,"json/md","22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md"
"Sou",115,20,"json/md","11_jisshusei_shokuhin/t04_line_operation/t04_LineOperation_LyThuyet.md"
"rule_15",114,43,"json/md","_english_words_all.md"
"Office",114,30,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"MINOR",114,62,"json/md","25_dai_brse_year1/_pipeline/06_consistency.md"
"food",114,53,"json/md","reading_collection/n3_advanced_drafts/N3_ADV_PLAN.md"
"rule_12",114,42,"json/md","07_visit_card/output/_combined.md"
"rule_33",114,42,"json/md","07_visit_card/output/_combined.md"
"Fukuoka",114,41,"json/md","23_dai_daigaku_year3/t12_shukatsu_start/t12_ShukatsuStart_HoiThoai.md"
"close",113,51,"json/md","25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md"
"rule_14",113,47,"json/md","07_visit_card/output/_combined.md"
"counter",113,52,"json/md","18_thai_year5/_pipeline/08_revision_log.md"
"apologetic",113,89,"json/md","02_phone/output/_combined.md"
"react",113,41,"json/md","22_dai_daigaku_year2/t04_html_css_js/t04_HtmlCssJs_HoiThoai.md"
"Outlook",113,29,"json/md","01_email/output/_book_ja.md"
"sato_kyushu",113,19,"json/md","08_smalltalk/output/_combined.md"
"linguist",112,55,"json/md","_english_words_all.md"
"laptop",112,40,"json/md","25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md"
"Vui",112,68,"json/md","25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md"
"robot",112,16,"json/md","reading_collection/n3_advanced_drafts/N3_ADV_PLAN.md"
"rule_23",112,49,"json/md","07_visit_card/output/_combined.md"
"Lawson",112,33,"json/md","19_dai_year1/t12_ichinen_keika/t12_IchinenKeika_HoiThoai.md"
"Slide",112,39,"json/md","19_dai_year1/_pipeline/06_consistency.md"
"deal",112,43,"json/md","03_meeting/output/_combined.md"
"books",111,27,"json/md","04_horenso/README.md"
"risk",111,59,"json/md","25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md"
"Aichi",111,51,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"bug",111,45,"json/md","25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md"
"focus",111,40,"json/md","25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md"
"rule_20",111,43,"json/md","07_visit_card/output/_combined.md"
"CTA",111,23,"json/md","01_email/output/_book_ja.md"
"indemnity",111,16,"json/md","06_negotiation/output/_combined.md"
"Register",111,16,"json/md","04_horenso/output/_combined.md"
"completed",111,14,"json","25_dai_brse_year1/_pipeline/state.json"
"Takahashi",110,31,"json/md","_english_words_all.md"
"Thay",110,66,"json/md","03_meeting/README.md"
"Output",110,39,"json/md","02_phone/README.md"
"closing",110,65,"json/md","25_dai_brse_year1/_pipeline/05_jp_vn_review.md"
"post",110,54,"json/md","25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md"
"Step",109,22,"json/md","_english_words_all.md"
"form",109,57,"json/md","25_dai_brse_year1/_pipeline/05_jp_vn_review.md"
"lao",109,29,"json/md","reading_collection/n2_basic_drafts/N2_BASIC_PLAN_PILOT.md"
"Mua",109,44,"json/md","07_visit_card/output/_combined.md"
"Team",109,61,"json/md","18_thai_year5/_pipeline/08_revision_log.md"
"Critical",108,58,"json/md","_english_words_all.md"
"build",108,58,"json/md","_english_words_all.md"
"cohort",108,61,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"standard",108,74,"json/md","25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md"
"Pitch",108,47,"json/md","25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md"
"DevOps",108,51,"json/md","02_phone/nội_dung/_front_matter.md"
"kohai",108,40,"json/md","22_dai_daigaku_year2/_pipeline/07_council/linguist.md"
"soto",108,15,"json/md","11_jisshusei_shokuhin/t08_iso_audit/t08_IsoAudit_LyThuyet.md"
"block",107,54,"json/md","25_dai_brse_year1/_pipeline/05_jp_vn_review.md"
"sign",107,47,"json/md","25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md"
"mic",107,26,"json/md","02_phone/nội_dung/_english_words_report.md"
"nervous",107,61,"json/md","05_presentation/output/_combined.md"
"Insight",106,15,"json/md","_english_words_all.md"
"What",106,32,"json/md","02_phone/nội_dung/_english_words_report.md"
"Audience",106,33,"json/md","11_jisshusei_shokuhin/_pipeline/01_research.md"
"Ngay",105,53,"json/md","25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md"
"bento",105,29,"json/md","reading_collection/n3_basic_drafts/N3_BASIC_PLAN_PART2.md"
"Impact",105,23,"json/md","22_dai_daigaku_year2/_pipeline/07_council/domain_expert.md"
"audio",104,42,"json/md","_english_words_all.md"
"day",104,54,"json/md","25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md"
"III",103,54,"md","07_visit_card/nội_dung/_front_matter.md"
"Khen",103,44,"json/md","07_visit_card/output/_combined.md"
"kho",103,57,"json/md","18_thai_year5/t07_haha_visit/t07_HahaVisit_HoiThoai.md"
"Scenarios",103,53,"md","08_smalltalk/output/_combined.md"
"MRR",102,33,"json/md","_english_words_all.md"
"cross",102,58,"json/md","_english_words_all.md"
"BCC",102,16,"json/md","07_visit_card/output/_combined.md"
"Wow",102,47,"json/md","19_dai_year1/t11_hikkoshi_dorm/t11_HikkoshiDorm_HoiThoai.md"
"recall",102,35,"json/md","19_dai_year1/_pipeline/07_council/pedagogue.md"
"Acknowledge",102,35,"json/md","05_presentation/output/_combined.md"
"label",101,43,"json/md","_english_words_all.md"
"reflect",101,86,"json/md","25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md"
"giai",101,53,"json/md","25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md"
"role",101,59,"json/md","25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md"
"Trao",101,44,"json/md","07_visit_card/nội_dung/_front_matter.md"
"detail",101,55,"json/md","19_dai_year1/t12_ichinen_keika/t12_IchinenKeika_HoiThoai.md"
"Obon",100,22,"json/md","_english_words_all.md"
"kia",100,52,"json/md","07_visit_card/output/_combined.md"
"rule_34",100,32,"json/md","07_visit_card/output/_combined.md"
"https",100,29,"json/md","22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md"
"Smart",99,19,"json/md","_english_words_all.md"
"pedagogue",99,52,"json/md","_english_words_all.md"
"Bank",99,17,"json/md","22_dai_daigaku_year2/t02_mai_arrival/t02_MaiArrival_HoiThoai.md"
"templates",98,59,"json/md","_english_words_all.md"
"shoukai",98,11,"json/md","_english_words_all.md"
"questions",98,73,"json/md","02_phone/README.md"
"Confirm",98,48,"json/md","07_visit_card/output/_combined.md"
"rule_29",98,38,"json/md","07_visit_card/output/_combined.md"
"cycle",98,26,"json/md","18_thai_year5/_pipeline/06_consistency.md"
"Marketing",98,41,"json/md","02_phone/meta/mục_lục.md"
"screen",98,33,"json/md","05_presentation/output/_combined.md"
"wedding",98,8,"json/md","24_dai_daigaku_year4/t03_hana_growing/t03_HanaGrowing_HoiThoai.md"
"contact",97,35,"json/md","_english_words_all.md"
"senpai",97,52,"json/md","25_dai_brse_year1/_pipeline/06_consistency.md"
"support",96,58,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"terms",96,39,"json/md","25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md"
"Mercari",96,36,"json/md","25_dai_brse_year1/t02_hizashi_office_setup/t02_HizashiOfficeSetup_HoiThoai.md"
"response",96,41,"json/md","25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md"
"rule_35",96,35,"json/md","07_visit_card/output/_combined.md"
"Sapporo",96,29,"json/md","08_smalltalk/output/_combined.md"
"logic",95,58,"json/md","25_dai_brse_year1/_pipeline/08_revision_log.md"
"cha",95,26,"json/md","25_dai_brse_year1/t07_brse_seishain_offer/t07_BrseSeishainOffer_HoiThoai.md"
"Match",95,33,"json/md","19_dai_year1/_pipeline/08_revision_log.md"
"sections",95,36,"json/md","19_dai_year1/_pipeline/08_revision_log.md"
"Fact",95,20,"json/md","11_jisshusei_shokuhin/t10_recall_kuringu/t10_RecallKuringu_LyThuyet.md"
"Ginou",95,14,"json/md","11_jisshusei_shokuhin/t11_shourai_keikaku/t11_ShouraiKeikaku_LyThuyet.md"
"hiroshi_chugoku",95,15,"json/md","08_smalltalk/output/_combined.md"
"Ban",95,34,"json/md","09_real_dialogues/output/_combined.md"
"kanji",94,51,"json/md","25_dai_brse_year1/_pipeline/07_council/linguist.md"
"thank",94,40,"json/md","07_visit_card/output/_combined.md"
"pause",94,34,"json/md","02_phone/nội_dung/_english_words_report.md"
"spec",93,47,"json/md","_english_words_all.md"
"Sao",93,60,"json/md","_english_words_all.md"
"seed",93,46,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"missing",93,54,"md","25_dai_brse_year1/_pipeline/06_consistency.md"
"Week",93,27,"json/md","25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md"
"study",93,64,"json/md","reading_collection/n3_basic_drafts/N3_BASIC_PLAN_PART2.md"
"face",93,40,"json/md","07_visit_card/output/_combined.md"
"Chia",93,63,"json/md","07_visit_card/output/_combined.md"
"rule_31",93,46,"json/md","07_visit_card/output/_combined.md"
"nam",93,37,"json/md","02_phone/meta/mục_lục.md"
"escalate",93,24,"json/md","11_jisshusei_shokuhin/_pipeline/09_council/domain_expert.md"
"catch",93,37,"json/md","01_email/output/_combined_vn.md"
"sticker",93,17,"json/md","05_presentation/output/_combined.md"
"Onsen",93,17,"json/md","08_smalltalk/output/_combined.md"
"point",92,55,"json/md","03_meeting/README.md"
"Sang",92,57,"json/md","25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md"
"etiquette",92,49,"json/md","25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md"
"panic",92,42,"json/md","07_visit_card/output/_combined.md"
"add",92,57,"json/md","07_visit_card/output/_combined.md"
"huy",92,29,"json/md","18_thai_year5/t12_5nen_closure/t12_5nenClosure_HoiThoai.md"
"When",92,26,"json/md","02_phone/nội_dung/_english_words_report.md"
"tienphat",92,25,"json/md","01_email/nội_dung/cast_nhân_vật.md"
"hole",92,7,"json/md","08_smalltalk/output/_combined.md"
"mention",91,51,"json/md","25_dai_brse_year1/_pipeline/06_consistency.md"
"with",91,47,"json/md","25_dai_brse_year1/_pipeline/08_revision_log.md"
"handle",91,33,"json/md","25_dai_brse_year1/_pipeline/05_jp_vn_review.md"
